epoch,train_loss,train_accuracy,val_loss,val_accuracy,qwk,referable_sensitivity,referable_specificity,referable_auroc,referable_tp,referable_tn,referable_fp,referable_fn,multiclass_auc_macro,multiclass_auc_weighted,class_0_auc,class_1_auc,class_2_auc,class_3_auc,class_4_auc,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,learning_rate,class_0_precision,class_0_recall,class_0_f1,class_0_support,class_1_precision,class_1_recall,class_1_f1,class_1_support,class_2_precision,class_2_recall,class_2_f1,class_2_support,class_3_precision,class_3_recall,class_3_f1,class_3_support,class_4_precision,class_4_recall,class_4_f1,class_4_support
11,0.1293922130158464,95.48008682666995,0.5440706572275589,84.9911712772219,0.9149998380839666,0.9156383782422564,0.943716814159292,0.9796475776815542,3636,2666,159,335,0.9750409987947479,0.974760442355353,0.9815825011970792,0.9634758654182288,0.9466137767745642,0.9921013941568949,0.991431456426973,0.8520530029127752,0.8501341552368948,0.8502017732103336,0.8501913520748908,0.849911712772219,0.8491127870616625,4.275649398050859e-05,0.829736211031175,0.9105263157894737,0.8682559598494354,1520.0,0.7929482370592649,0.8099616858237548,0.8013646702047005,1305.0,0.794488188976378,0.7212294496068621,0.7560884226301986,1399.0,0.9091608929946112,0.9241001564945227,0.916569654637175,1278.0,0.933931484502447,0.884853168469861,0.9087301587301587,1294.0
12,0.09958024283506796,96.54386748156473,0.5919640516980675,85.53560918187169,0.9217391176298061,0.9234449760765551,0.9444247787610619,0.9815666680780795,3667,2668,157,304,0.9757748874330245,0.9755251050841419,0.9826556327560753,0.9655977632503484,0.9482347498537496,0.9913315420694598,0.9910547492354894,0.8567993606528879,0.8557514899170583,0.8554044145126454,0.8553877112148478,0.8553560918187169,0.8544800986562034,3.520365877844011e-05,0.8488372093023255,0.9125,0.8795180722891566,1520.0,0.8019431988041853,0.8222222222222222,0.8119561104805145,1305.0,0.7937254901960784,0.72337383845604,0.7569184741959611,1399.0,0.8922961854899027,0.9334898278560251,0.9124282982791587,1278.0,0.9471947194719472,0.8871715610510046,0.9162011173184358,1294.0
13,0.08137087617979916,97.16273842695938,0.5995925923982354,85.69746909947028,0.9229967119515753,0.9103500377738605,0.9550442477876107,0.9814587618642236,3615,2698,127,356,0.9760534102779346,0.9758441626371471,0.9843379030166394,0.9647836131712569,0.9482118371694862,0.9914914966015332,0.9914422014307569,0.8585196402727165,0.8569834794218302,0.8558492377987138,0.8568439278729391,0.8569746909947028,0.854893824437141,2.8027470262892444e-05,0.832074375363161,0.9421052631578948,0.8836778771983955,1520.0,0.7974493623405852,0.8145593869731801,0.8059135708870356,1305.0,0.8216723549488054,0.688348820586133,0.7491248541423571,1399.0,0.9129429892141756,0.9272300469483568,0.9200310559006211,1278.0,0.9284591194968553,0.9126738794435858,0.9204988308651598,1294.0
14,0.06143214328036655,97.82471481133673,0.6181672453143584,86.21247792819305,0.9238540055764066,0.9247041047595064,0.9476106194690266,0.9820303840008202,3672,2677,148,299,0.9769093274044856,0.9766921395926892,0.9835951528271019,0.9654182287839872,0.9519116396833388,0.991649678587817,0.9919719371401828,0.8632284732670786,0.8624208721034213,0.8618119868920745,0.861737629754839,0.8621247792819305,0.8608626670336235,2.1404630011522593e-05,0.8426426426426427,0.9230263157894737,0.8810047095761382,1520.0,0.8100686498855835,0.8137931034482758,0.8119266055045872,1305.0,0.8232445520581114,0.7290922087205146,0.7733131159969674,1399.0,0.9067475360121304,0.9358372456964006,0.9210627647285329,1278.0,0.9334389857369255,0.910355486862442,0.9217527386541471,1294.0
15,0.04930920056705212,98.27578244069153,0.6194349499818117,86.19776339022955,0.9250480063075468,0.9317552253840342,0.9380530973451328,0.9825805229506844,3700,2650,175,271,0.9775617233405143,0.9773348934222934,0.9837619333825467,0.9671609621037838,0.9527686138077663,0.9916303932896239,0.9924867141188506,0.8619816955886297,0.863144286643788,0.861883193467204,0.8610169463358335,0.8619776339022954,0.860801824729324,1.5498214331265904e-05,0.8600252206809584,0.8973684210526316,0.8783000643915003,1520.0,0.8082397003745319,0.8268199233716476,0.8174242424242424,1305.0,0.8148443735035914,0.729807005003574,0.7699849170437406,1399.0,0.8978374347501864,0.9420970266040689,0.9194348988163421,1278.0,0.9289617486338798,0.919629057187017,0.9242718446601942,1294.0
16,0.038438454429337326,98.69759995073665,0.6002209338065173,86.78634490876986,0.9276687960557314,0.9420800805842358,0.9217699115044248,0.9818997911852079,3741,2604,221,230,0.9780104625705732,0.9777753751982827,0.9841637030645226,0.9674519991264006,0.9529272808352084,0.9929110221718536,0.9925983076548812,0.8690615155536252,0.8686866839810857,0.8688442864066224,0.8677418985636148,0.8678634490876986,0.8677717766198236,1.0453658778440109e-05,0.8746770025839793,0.8907894736842106,0.8826597131681877,1520.0,0.8250388802488335,0.8130268199233717,0.8189888074102664,1305.0,0.7851002865329513,0.7834167262330236,0.784257602862254,1399.0,0.9276264591439689,0.9327073552425665,0.9301599687865783,1278.0,0.9328649492583919,0.9234930448222566,0.9281553398058252,1294.0
17,0.032380574423904254,98.88079806641316,0.6334940447499992,86.90406121247793,0.9295506539496954,0.9430873835305968,0.9284955752212389,0.9830767756500113,3745,2623,202,226,0.9783944953229697,0.9781949029173451,0.9848537693029009,0.9676671195149709,0.9548337353648542,0.992416056485504,0.9922017959466194,0.869893497979884,0.8692019932232554,0.8689007553252395,0.8682519471426567,0.8690406121247792,0.8679812438780096,6.3951770526757955e-06,0.8559218559218559,0.9223684210526316,0.8879037365421153,1520.0,0.8546655656482246,0.7931034482758621,0.8227344992050875,1305.0,0.800599700149925,0.7634024303073624,0.7815587266739846,1399.0,0.9045830202854996,0.9420970266040689,0.9229589881180529,1278.0,0.9336973478939158,0.9250386398763524,0.9293478260869565,1294.0
18,0.025282148277534097,99.16098341980079,0.6511281318611752,87.02177751618599,0.9299658020521291,0.9347771342231176,0.9380530973451328,0.9828242367785918,3712,2650,175,259,0.9785088887774389,0.978311047133751,0.9851599596983361,0.9676762602126363,0.9546922859614247,0.9927446155731051,0.9922713224416918,0.8711134725291612,0.8704792060472288,0.8701826881251176,0.8694188127754782,0.8702177751618599,0.869168549217676,3.422702443389901e-06,0.853244390539721,0.9256578947368421,0.8879772798990218,1520.0,0.8396825396825397,0.810727969348659,0.8249512670565302,1305.0,0.8098537336412626,0.7519656897784132,0.7798369162342476,1399.0,0.9148936170212766,0.9420970266040689,0.9282960678488821,1278.0,0.9378930817610063,0.9219474497681608,0.9298519095869057,1294.0
19,0.023794988081280305,99.19639145896517,0.6605881969825425,87.08063566804002,0.93071713115517,0.9322588768572148,0.9423008849557523,0.9832500674135268,3702,2662,163,269,0.9786372781105278,0.9784445067419327,0.9853210665975021,0.9671451926559029,0.9551713332387687,0.9930293573287821,0.9925194407316829,0.8726713939991498,0.8705403073125376,0.8706052599424492,0.8705524970717321,0.8708063566804002,0.8696111030041483,1.609427140540686e-06,0.8402818555490311,0.9414473684210526,0.8879925535215638,1520.0,0.8493485342019544,0.7992337164750958,0.8235294117647058,1305.0,0.815015479876161,0.7526804860614725,0.782608695652174,1399.0,0.9207692307692308,0.9366197183098591,0.9286268425135764,1278.0,0.9379418695993715,0.9227202472952086,0.930268796260226,1294.0
20,0.0225931519583416,99.26874701725757,0.652891946635294,87.08063566804002,0.9317287092545319,0.9320070511206245,0.9419469026548672,0.9833097033136255,3701,2661,164,270,0.978971978319129,0.9787790953640939,0.9855590484218507,0.968262451060635,0.9555631004066935,0.9929578173807048,0.9925174743257615,0.8716942696169443,0.8710168707612258,0.8705714654825154,0.8699764848682888,0.8708063566804002,0.8695572138748708,1e-06,0.8504504504504504,0.9315789473684211,0.8891679748822606,1520.0,0.8388625592417062,0.8137931034482758,0.8261376896149358,1305.0,0.8163265306122449,0.7433881343817013,0.7781518892630004,1399.0,0.9153318077803204,0.9389671361502347,0.9269988412514485,1278.0,0.9375,0.9273570324574961,0.9324009324009324,1294.0
