epoch,backbone,target_lesion,learning_rate,threshold,calculated_pos_weight,applied_pos_weight,train_loss,train_accuracy,train_dice,train_iou,train_sensitivity,train_specificity,train_precision,train_f1,val_loss,val_accuracy,val_dice,val_iou,val_sensitivity,val_specificity,val_precision,val_f1,val_auroc,val_auprc,best_threshold,best_threshold_dice,best_threshold_sensitivity,best_threshold_precision,best_threshold_f1,val_prob_min,val_prob_max,val_prob_mean,val_predicted_positive_pixels,val_samples,val_total_pixels,val_positive_gt_pixels,val_negative_gt_pixels,val_num_predictions,val_num_targets,val_image_paths_sha256,val_sample_rows_sha256,val_auroc_check,val_auprc_check
11,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7924010636214458,0.9978323791936331,0.5968993223672727,0.42541446375348113,0.8229581962846514,0.9981740725643299,0.468269967813103,0.5968993223672727,0.8184091664401508,0.9970906046803264,0.5088327405565783,0.3412311646022192,0.8084076100726291,0.9974430007894795,0.3712552024042391,0.5088327405565783,0.9885585787690969,0.6338052887835572,0.9,0.5976377659376232,0.6975521764943768,0.5227598637412143,0.5976377659376232,1.7824487003569034e-14,1.0,0.004497813526540995,1151631,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9885585787690969,0.6338052887835572
12,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7936289915462551,0.9973072732938928,0.5387236199108095,0.3686664803806162,0.8063135986241163,0.9976804631575655,0.4044871344139411,0.5387236199108095,0.8121315714227435,0.9974025092738472,0.526396699207575,0.3572173724940132,0.7743449339923238,0.997819105490214,0.3987238003255692,0.526396699207575,0.9879312890273607,0.6035358998985022,0.9,0.5694052314081017,0.6572252958149014,0.502288238583727,0.5694052314081017,7.757741660435052e-14,1.0,0.0038567681331187487,1027112,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9879312890273607,0.6035358998985022
13,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7523757500034222,0.9979724759886901,0.616328966996091,0.4454302737393144,0.8350769200260645,0.9982907638609334,0.48839433253211106,0.616328966996091,0.7992978078659756,0.9974743725659253,0.5385143507820053,0.3684705019650047,0.7904790896955292,0.99786096984486,0.40835229881127566,0.5385143507820053,0.9925881905477508,0.639726195186612,0.9,0.6092910752722748,0.6617972386826326,0.5645040328628639,0.6092910752722748,5.395468143445936e-13,0.9999997615814209,0.0038793114945292473,1023790,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9925881905477508,0.639726195186612
14,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7308631468894508,0.9980538553181115,0.6289875693931062,0.4587759785042051,0.8459323471537255,0.9983510913652828,0.500604367555756,0.6289875693931062,0.8081473596626408,0.9981015443967104,0.5925028674496752,0.42096204229992656,0.7403692344926289,0.9985829013064949,0.4938677234396182,0.5925028674496752,0.9903534511903912,0.6539916090043213,0.9,0.622354217723976,0.6290051769973296,0.6158424382893058,0.622354217723976,1.1754768546948517e-16,1.0,0.0029118384700268507,792854,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9903534511903912,0.6539916090043213
15,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.719529630638516,0.998175366642659,0.6432193223962565,0.47407759633802277,0.843412965037823,0.9984777628327759,0.5198314306174918,0.6432193223962565,0.7978022544646709,0.9975781492505126,0.5479764952935289,0.3773881714155194,0.7874632713026296,0.9979705728794567,0.4201872960718632,0.5479764952935289,0.9929145479315279,0.6603969362294467,0.9,0.6127810199135851,0.7011409058421658,0.54419937745908,0.6127810199135851,3.7695032488760614e-21,1.0,0.003691587131470442,991158,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9929145479315279,0.6603969362294467
16,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7103291685220304,0.9981494106171654,0.642040205546546,0.47279765437013666,0.8510301523617705,0.9984368725764523,0.5154577487472948,0.642040205546546,0.8021780176866575,0.9980698706894996,0.5921484624047338,0.42060433688638454,0.7516175753198138,0.9985301603417849,0.4885036707146466,0.5921484624047338,0.9918246943312792,0.6602258538816711,0.9,0.6366578493753864,0.6414447188198291,0.6319418960529359,0.6366578493753864,1.3218217016072926e-15,1.0,0.003060980699956417,813738,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9918246943312792,0.6602258538816711
17,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.7025979487635794,0.9982316029400713,0.6513709994898853,0.48298753715329146,0.8471329972354363,0.9985268402989081,0.5291020378520146,0.6513709994898853,0.8052885010683611,0.9977596685665533,0.5547870648871017,0.3838791166394885,0.7487776008833653,0.9982246829791286,0.44063021563521776,0.5547870648871017,0.9926298352664896,0.6503342942900917,0.9,0.6139018056204256,0.6349214752740587,0.5942292888806202,0.6139018056204256,1.2284689299409753e-15,1.0,0.003403634298592806,898740,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9926298352664896,0.6503342942900917
18,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.6868969753361416,0.9982007882897326,0.6508200166343588,0.48238190949945353,0.8598065258757182,0.9984712021451269,0.5235618862462614,0.6508200166343588,0.7999718313157682,0.9981364432810966,0.5979371408190706,0.42646956725490837,0.743337783004762,0.9986123211241714,0.5001125820990583,0.5979371408190706,0.9923445676657126,0.6750440770967212,0.9,0.6361073486964341,0.6437893049058451,0.6286065591929758,0.6361073486964341,7.058234456205127e-19,1.0,0.0028928983956575394,786093,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9923445676657126,0.6750440770967212
19,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.6922951993653662,0.9979569667097432,0.6193391198516061,0.4485816385157804,0.8522609989733142,0.9982416476471158,0.4864051835342009,0.6193391198516061,0.7981076428895185,0.9969663772001418,0.48404360230372767,0.31929915862969804,0.7633348333642018,0.9974027220185734,0.3543814557421455,0.48404360230372767,0.9931458271419125,0.6001923044602202,0.9,0.5313908364710411,0.6531109253929894,0.4479133572883636,0.5313908364710411,2.1394247022891958e-21,1.0,0.004138311371207237,1139199,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9931458271419125,0.6001923044602202
20,mobilenet_v3_large,ALL,0.0001,0.5,511.78687649799576,50.0,0.6758182115848971,0.9982752505826975,0.6614317501774032,0.4941337509425195,0.8639164087943073,0.9985377794750125,0.5358413074951003,0.6614317501774032,0.8171065489368479,0.997890776424712,0.5666420439732296,0.39532486744898393,0.7397188009332826,0.9983729544813233,0.45920005821855364,0.5666420439732296,0.9910866484126027,0.6472059524288554,0.9,0.6171101781459152,0.6427039884434473,0.5934767008818799,0.6171101781459152,1.4646118862482552e-18,1.0,0.0031380895525217056,851962,481,283705344,528878,283176466,283705344,283705344,f0a34c54fc042b9304bcdda4008df9d0374863a1a76cfa95343664f752a91713,804ba9f1ee5df92123c089d0f7a9dbe7079e8fcdb2f1ae0383e6c55bd088b424,0.9910866484126027,0.6472059524288554
